"기업규모별","산업분류","시점","항목",데이터
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2019","법정외 복지비용 (천원)",532.5
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2019","채용관련비용(모집비) (천원)",11.0
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2019","교육훈련비용 (천원)",125.3
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2020","상여금 및 성과금 (천원)",1363.6
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2020","법정외 복지비용 (천원)",507.3
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2020","채용관련비용(모집비) (천원)",11.1
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2020","교육훈련비용 (천원)",108.1
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2021","상여금 및 성과금 (천원)",1580.2
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2021","법정외 복지비용 (천원)",550.4
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2021","채용관련비용(모집비) (천원)",13.3
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2021","교육훈련비용 (천원)",128.0
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2022","상여금 및 성과금 (천원)",1788.2
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2022","법정외 복지비용 (천원)",699.6
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2022","채용관련비용(모집비) (천원)",44.9
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2022","교육훈련비용 (천원)",98.3
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2019","상여금 및 성과금 (천원)",2413.4
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2019","법정외 복지비용 (천원)",555.4
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2019","채용관련비용(모집비) (천원)",8.6
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2019","교육훈련비용 (천원)",73.3
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2020","상여금 및 성과금 (천원)",2707.8
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2020","법정외 복지비용 (천원)",620.4
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2020","채용관련비용(모집비) (천원)",6.5
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2020","교육훈련비용 (천원)",55.4
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2021","상여금 및 성과금 (천원)",3270.8
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2021","법정외 복지비용 (천원)",723.5
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2021","채용관련비용(모집비) (천원)",8.5
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2021","교육훈련비용 (천원)",64.2
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2022","상여금 및 성과금 (천원)",3579.5
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2022","법정외 복지비용 (천원)",672.8
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2022","채용관련비용(모집비) (천원)",10.6
"6규모(상용근로자 1000인 이상)","K.금융 및 보험업(64~66)","2022","교육훈련비용 (천원)",76.3
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2019","상여금 및 성과금 (천원)",165.1
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2019","법정외 복지비용 (천원)",70.6
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2019","채용관련비용(모집비) (천원)",1.6
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2019","교육훈련비용 (천원)",9.5
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2020","상여금 및 성과금 (천원)",207.3
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2020","법정외 복지비용 (천원)",65.5
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2020","채용관련비용(모집비) (천원)",1.7
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2020","교육훈련비용 (천원)",7.7
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2021","상여금 및 성과금 (천원)",90.9
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2021","법정외 복지비용 (천원)",18.5
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2021","채용관련비용(모집비) (천원)",1.4
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2021","교육훈련비용 (천원)",4.2
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2022","상여금 및 성과금 (천원)",304.7
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2022","법정외 복지비용 (천원)",74.3
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2022","채용관련비용(모집비) (천원)",5.5
"6규모(상용근로자 1000인 이상)","L.부동산업(68)","2022","교육훈련비용 (천원)",13.2
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2019","상여금 및 성과금 (천원)",1087.7
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2019","법정외 복지비용 (천원)",207.9
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2019","채용관련비용(모집비) (천원)",8.0
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2019","교육훈련비용 (천원)",49.0
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2020","상여금 및 성과금 (천원)",1675.3
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2020","법정외 복지비용 (천원)",415.8
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2020","채용관련비용(모집비) (천원)",23.0
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2020","교육훈련비용 (천원)",48.6
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2021","상여금 및 성과금 (천원)",1802.7
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2021","법정외 복지비용 (천원)",321.8
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2021","채용관련비용(모집비) (천원)",18.2
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2021","교육훈련비용 (천원)",37.6
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2022","상여금 및 성과금 (천원)",1212.2
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2022","법정외 복지비용 (천원)",231.4
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2022","채용관련비용(모집비) (천원)",11.0
"6규모(상용근로자 1000인 이상)","M.전문, 과학 및 기술 서비스업(70~73)","2022","교육훈련비용 (천원)",51.6
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","상여금 및 성과금 (천원)",141.6
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","법정외 복지비용 (천원)",49.7
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","채용관련비용(모집비) (천원)",3.1
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","교육훈련비용 (천원)",6.3
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","상여금 및 성과금 (천원)",145.8
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","법정외 복지비용 (천원)",53.6
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","채용관련비용(모집비) (천원)",3.6
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","교육훈련비용 (천원)",5.6
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","상여금 및 성과금 (천원)",162.8
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","법정외 복지비용 (천원)",59.6
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","채용관련비용(모집비) (천원)",7.0
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","교육훈련비용 (천원)",6.2
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","상여금 및 성과금 (천원)",187.2
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","법정외 복지비용 (천원)",76.6
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","채용관련비용(모집비) (천원)",6.6
"6규모(상용근로자 1000인 이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","교육훈련비용 (천원)",8.9
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","상여금 및 성과금 (천원)",977.8
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","법정외 복지비용 (천원)",557.4
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","채용관련비용(모집비) (천원)",6.9
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","교육훈련비용 (천원)",65.1
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","상여금 및 성과금 (천원)",755.6
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","법정외 복지비용 (천원)",509.7
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","채용관련비용(모집비) (천원)",1.4
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","교육훈련비용 (천원)",35.0
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","상여금 및 성과금 (천원)",604.6
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","법정외 복지비용 (천원)",436.8
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","채용관련비용(모집비) (천원)",3.7
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","교육훈련비용 (천원)",17.7
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","상여금 및 성과금 (천원)",493.1
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","법정외 복지비용 (천원)",357.4
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","채용관련비용(모집비) (천원)",9.7
"6규모(상용근로자 1000인 이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","교육훈련비용 (천원)",29.8
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","상여금 및 성과금 (천원)",1350.6
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","법정외 복지비용 (천원)",454.0
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","채용관련비용(모집비) (천원)",1.3
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","교육훈련비용 (천원)",57.4
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","상여금 및 성과금 (천원)",966.1
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","법정외 복지비용 (천원)",461.0
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","채용관련비용(모집비) (천원)",0.5
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","교육훈련비용 (천원)",5.5
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","상여금 및 성과금 (천원)",1255.9
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","법정외 복지비용 (천원)",468.6
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","채용관련비용(모집비) (천원)",0.2
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","교육훈련비용 (천원)",9.0
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","상여금 및 성과금 (천원)",1303.3
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","법정외 복지비용 (천원)",400.4
"6규모(상용근로자 1000인 이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","채용관련비용(모집비) (천원)",0.5
